table,variable,coef,se,z_abs,stars,spec,paper_title,wp_number,year,direction,positive,negative,published_top3,pvalue,estimated,note,estimated_z,dep_var,panel,p_value,t_stat
Table 6,CDS 5yr - Baa 2-day,13.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,CDS 5yr - Ba 2-day,31.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Aa long 1-day,-8.0,,2.3,**,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - A long 1-day,-10.0,,1.8,*,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Ba long 1-day,-16.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Aaa int 1-day,-13.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - A int 1-day,-15.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Baa int 1-day,-17.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Ba int 1-day,-13.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Aaa long 2-day,-26.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - Aa long 2-day,-27.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 6,Corp Yields-CDS - A long 2-day,-30.0,,3.0,***,8/10 and 9/21,The Effects of Quantitative Easing on Interest Rates: Channels and Implications for Policy,w17555,2011,1,True,False,False,,True,,,,,,
Table 3,Institutional ownership,-136.6,72.7,1.878,*,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 3,Institutional ownership,-112.9,60.7,1.86,*,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 3,Institutional ownership,-170.3,112.6,1.512,,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 3,Activist institutional ownership,-553.2,189.8,2.915,***,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 3,Activist institutional ownership,-527.3,161.8,3.258,***,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 3,Activist institutional ownership,-601.8,323.9,1.858,*,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 3,Constant,42.6,36.8,1.158,**,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 4,Largest institutional stake,-110.3,159.5,0.692,,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 4,"Largest institutional stake, activist",-642.3,220.5,2.912,***,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 4,Number of activist institutional owners above 3%,-32.9,10.5,3.133,***,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Activist institutional ownership,-526.8,159.5,3.303,***,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Activist institutional ownership,-461.1,186.4,2.473,**,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Activist institutional ownership,-810.4,241.4,3.358,***,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Activist institutional ownership,-502.3,157.8,3.183,***,Col (4),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Staggered board dummy,-2.2,12.6,0.175,,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,G-index,0.2,0.3,0.667,,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Delaware incorporation,-58.9,24.1,2.443,***,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Delaware * Act. inst'l ownership,496.6,279.6,1.776,*,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 5,Board size,45.3,41.3,1.097,,Col (4),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 6,Institutional ownership,-112.9,60.7,1.86,*,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 6,"Institutional ownership, three year old positions only",-172.5,112.3,1.536,,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 6,"Institutional ownership, holding period weighted",-198.6,89.5,2.219,**,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 6,Activist institutional ownership,-527.3,161.8,3.258,***,Col (4),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 6,"Activist institutional ownership, three year old positions only",-735.6,276.0,2.665,***,Col (5),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 6,"Activist institutional ownership, holding period weighted",-711.7,229.7,3.098,***,Col (6),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 7,Activist institutional ownership,-682.1,277.0,2.461,**,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 7,Activist institutional ownership,-463.0,176.0,2.63,**,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 7,Activist institutional ownership,-172.6,308.7,0.559,,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 7,Activist institutional ownership,-442.0,167.2,2.643,***,Col (4),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 8,Activist institutional ownership,-490.7,139.6,3.512,***,Col (1),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 8,Activist institutional ownership,-463.3,128.6,3.602,***,Col (2),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 8,Activist institutional ownership,-667.0,317.9,2.099,**,Col (3),Does Shareholder Proxy Access Improve Firm Value? Evidence from the Business Roundtable Challenge,w17797,2012,1,True,False,False,,,,,,,,
Table 4a,Change in capital requirement ratio (summed lags),-0.0676,,3.0,***,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,Change in capital requirement ratio (summed lags),-0.0645,,3.0,***,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,Change in capital requirement ratio (summed lags),-0.0657,,3.0,***,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,Change in capital requirement ratio (summed lags),-0.0684,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,Change in capital requirement ratio (summed lags),-0.0716,,3.0,***,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,GDP growth (summed lags),0.0597,,2.3,**,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,GDP growth (summed lags),0.0575,,2.3,**,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,GDP growth (summed lags),0.0475,,1.8,*,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4a,GDP growth (summed lags),0.0496,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in capital requirement ratio (summed lags),-0.0677,,3.0,***,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in capital requirement ratio (summed lags),-0.062,,3.0,***,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in capital requirement ratio (summed lags),-0.0637,,3.0,***,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in capital requirement ratio (summed lags),-0.0695,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in capital requirement ratio (summed lags),-0.0727,,3.0,***,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in write-offs (summed lags),-0.0172,,1.8,*,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,False,,,,,,
Table 4b,Change in write-offs (summed lags),-0.0192,,1.8,*,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,False,,,,,,
Table 4b,Change in write-offs (summed lags),-0.0195,,1.8,*,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,False,,,,,,
Table 4b,Change in write-offs (summed lags),-0.036,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,Change in write-offs (summed lags),-0.0358,,2.3,**,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,GDP growth (summed lags),0.061,,2.3,**,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,GDP growth (summed lags),0.059,,2.3,**,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,GDP growth (summed lags),0.052,,2.3,**,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,GDP growth (summed lags),0.0542,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4b,RISK,-0.0003,,1.8,*,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,Change in capital requirement ratio (summed lags),-0.0534,,3.0,***,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,Change in capital requirement ratio (summed lags),-0.0488,,3.0,***,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,Change in capital requirement ratio (summed lags),-0.0508,,3.0,***,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,Change in capital requirement ratio (summed lags),-0.0593,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,Change in capital requirement ratio (summed lags),-0.0608,,2.3,**,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,GDP growth (summed lags),0.053,,1.8,*,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,GDP growth (summed lags),0.0471,,1.8,*,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,GDP growth (summed lags),0.0417,,1.8,*,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 4c,GDP growth (summed lags),0.0436,,1.8,*,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,Change in capital requirement ratio (summed lags),-0.083,,2.3,**,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,Change in capital requirement ratio (summed lags),-0.149,,3.0,***,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,Change in capital requirement ratio (summed lags),-0.079,,2.3,**,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,Change in capital requirement ratio (summed lags),-0.072,,2.3,**,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,GDP growth (summed lags),0.0473,,1.8,*,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,GDP growth (summed lags),0.0512,,2.3,**,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,GDP growth (summed lags),0.0483,,1.8,*,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,GDP growth (summed lags),0.0492,,1.8,*,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,BUF less than median (interaction) (summed lags),0.119,,2.3,**,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Change in capital requirement ratio (summed lags),-2.572,,3.0,***,Col (1),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Change in capital requirement ratio (summed lags),-1.6,,1.8,*,Col (2),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Change in capital requirement ratio (summed lags),-1.929,,1.8,*,Col (3),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Change in capital requirement ratio (summed lags),-3.12,,3.0,***,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Change in capital requirement ratio (summed lags),-2.66,,3.0,***,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Change in capital requirement ratio (summed lags),-2.842,,2.3,**,Col (6),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,DEMAND (summed lags),0.323,,3.0,***,Col (4),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,DEMAND (summed lags),0.313,,3.0,***,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 6,Inflation (summed lags),-0.0107,,1.8,*,Col (5),Does Macro-Pru Leak? Evidence from a UK Policy Experiment,w17822,2012,-1,False,True,False,,True,,,,,,
Table 5,Operating Cash/Capital * Sale Indicator,0.195,,2.431,**,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital * Sale Indicator,-0.049,,1.434,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital * Sale Indicator,-0.001,,0.0685,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital * Sale Indicator,0.002,,0.245,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital * Sale Indicator,0.246,,2.981,**,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital * Sale Indicator,0.055,,0.735,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital,-0.196,,2.546,**,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital,0.056,,2.311,**,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital,-0.002,,0.149,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital,0.011,,1.721,*,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital,-0.136,,0.981,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Operating Cash/Capital,-0.042,,1.98,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Sale Indicator,0.026,,0.748,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Sale Indicator,-0.017,,1.209,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Sale Indicator,-0.021,,1.416,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Sale Indicator,-0.019,,0.983,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Sale Indicator,0.071,,0.708,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Sale Indicator,-0.258,,3.931,**,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Default Rate month t-1,-1.535,,3.236,***,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Default Rate month t-1,-0.414,,2.161,**,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Default Rate month t-1,-0.282,,1.372,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Default Rate month t-1,-0.603,,2.735,***,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Default Rate month t-1,-0.687,,1.229,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Default Rate month t-1,-1.728,,4.736,***,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Cumulative House Price Appreciation,0.0,,0.109,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Cumulative House Price Appreciation,0.002,,1.192,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Cumulative House Price Appreciation,0.004,,3.247,***,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Cumulative House Price Appreciation,0.004,,3.833,***,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Cumulative House Price Appreciation,0.027,,3.043,**,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Cumulative House Price Appreciation,0.001,,0.221,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Mortgage Rate,0.068,,1.774,*,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Mortgage Rate,0.066,,4.535,***,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Mortgage Rate,0.026,,2.279,**,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Mortgage Rate,0.015,,2.928,***,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Mortgage Rate,0.007,,0.141,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Mortgage Rate,0.026,,1.249,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. FICO Score,0.009,,1.659,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. FICO Score,0.005,,2.173,**,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. FICO Score,0.003,,1.538,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. FICO Score,-0.001,,0.81,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. FICO Score,0.016,,1.584,,Col (5),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. FICO Score,-0.009,,0.701,,Col (6),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Combined Loan-to-Value Ratio,0.02,,0.684,,Col (1),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Combined Loan-to-Value Ratio,-0.007,,0.614,,Col (2),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Combined Loan-to-Value Ratio,-0.007,,0.937,,Col (3),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
Table 5,Chg. Combined Loan-to-Value Ratio,0.005,,0.489,,Col (4),Did Capital Requirements and Fair Value Accounting Spark Fire Sales in Distressed Mortgage-Backed Securities?,w18270,2012,-1,False,True,False,,,,,,,,
